voxel_hash,anchor_i,anchor_j,anchor_k,x,y,z,p2v_x,p2v_y,p2v_z,sigma
6444351982548797810,3,-6,6,0.9076771995962187,-1.7597845613540577,1.9388272975165777,0.007465615488122514,-0.002533062424862129,0.06794396997978443,0.006378542470062821
10604185320534668621,4,-7,6,1.3530060530835484,-2.0896783095056928,2.0525369884981686,-0.002706063684848976,0.0008450821109490881,-0.0614731907380451,0.002032451634822868
10604185320534668621,4,-7,6,1.3284618804914428,-2.011034130359956,2.0781939704619545,-0.004445112158711367,-0.001866488204973752,-0.08153152081798146,0.005967261151295429
10604185320534668621,4,-7,6,1.3204184635258776,-1.8260718822190678,2.018005606875412,-0.0005826737831384468,-0.0006913667275769455,-0.016078485391658764,0.003758875387733468
10604185320534668621,4,-7,6,1.29229872485114,-1.9019467561370604,1.935579283103957,-0.006786024899233539,-0.0027314526135060547,0.053915399593851304,0.004844423101593014
6396254288511579190,4,-6,6,1.3131636744809332,-1.5551423457993425,2.0031504016691004,-0.0005073720712853685,-0.0007626808136794071,-0.00956616769715211,0.006495447358563899
6396254288511579190,4,-6,6,1.278647823807745,-1.5437295179250177,1.8353181876740396,0.01393202057746169,0.01594363988415611,0.16419299865219214,0.004948233937615944
6396254288511579190,4,-6,6,1.337099495995563,-1.610365355554486,1.941389762455195,0.0065369950715920295,0.0011040152260176708,0.05160555850552402,0.00673840222213254
6396254288511579190,4,-6,6,1.452628261365781,-1.6912292424841546,2.0230615421647755,0.0016932701804885444,-0.0011866630225581406,-0.031465271422215564,0.008315351061459347
18314938614261455471,4,-5,6,1.269971943317967,-1.479107671396315,1.9901270268093119,0.0002997297838145947,-5.663716989723447e-05,0.005379295608080471,0.008787787619718823
16502299394023218563,4,-4,6,1.4645793398546132,-1.1277923263877871,1.9118125044486192,0.005802333269267389,0.0053372180480262986,0.08573665340510132,0.0072993900185621945
18314938614261455471,4,-5,6,1.4746036914850655,-1.3492220766961915,1.9979628037843444,-5.083570747646641e-05,-0.00021166398978915847,-0.004608659632760874,0.0074540241527943675
18314938614261455471,4,-5,6,1.2628337400665255,-1.4410463406090643,2.039783068350044,-0.00257990469126313,0.004135041530068761,-0.03971489319907667,0.008673167964157695
11021543100617121227,5,6,6,1.5265543540698443,1.8878733862758026,1.9760983619431602,0.0025117699019518817,-0.0004995343316632686,0.01816780372195251,0.004942814455248235
18328587107596102378,4,6,6,1.3596868516574412,1.910666238874537,1.9059739665348652,-0.04190246286578087,0.12334387799150823,0.040447757702592325,0.012778077070309524
11021543100617121227,5,6,6,1.531736915732419,2.0612090303533948,1.8030031235157722,0.0009105769564732683,-0.012511113439435229,9.891153842424047e-05,0.0015453449602189516
18328587107596102378,4,6,6,1.2644444549472718,1.8081044825406114,1.9530612632480775,0.0014266164177387643,-0.00024227916209708,0.04876263828561644,0.008277377916610833
1867267005556001648,2,6,5,0.7076535488958321,1.9098756083177766,1.632370152886333,-0.004012437835065402,0.032424451637432704,-0.001286600205926728,0.0028215629837173607
1867267005556001648,2,6,5,0.6304765552039012,1.867525410508937,1.554833676221151,-0.006112426979052899,0.062235428981970264,0.00035517446634960594,0.002344598717780571
1867267005556001648,2,6,5,0.6864864553323748,1.9479731619249963,1.7680755149282117,0.0005464531975578115,-0.01026401821190499,-0.003326105516798981,0.008466622632487973
2599577771904068917,1,6,6,0.33022156137672926,1.8831362123755069,1.876913002793817,-8.307694110232553e-07,0.00013899864353229756,-4.902515234555996e-05,0.013472058200695825
11812163608698757615,1,6,5,0.5129364135850438,1.8204756196415157,1.7984853044069635,-0.016561365087614167,0.06068644157876059,0.0334409903448826,0.010901779053186898
11812163608698757615,1,6,5,0.4885116245933795,1.9057860813780934,1.7279403130869473,-0.0013970992062279958,0.020874756370189405,0.003797872893795878,0.010124794155350197
2599577771904068917,1,6,6,0.4827687171664157,1.8811997781738825,1.8112205783781827,1.7501427729032952e-05,-0.00017270157274438204,-3.7020182738487104e-05,0.011310133727841256
11812163608698757615,1,6,5,0.38152664349864723,1.8804756275664471,1.6394365637104482,-0.0009370411197582455,0.030111847272810487,-0.000695737647819207,0.002432489443885039
8544828847129984430,0,6,5,0.09186131934006786,1.8183217499761715,1.643099036840314,-0.009328052895699532,0.06230258597408001,-0.0021676918684779114,0.003751309930524236
8544828847129984430,0,6,5,0.10339804595650533,1.8679564495574195,1.7076320665398064,-0.0027628608350152425,0.01798098134695821,0.00016256663973637913,0.009615498780304106
8544828847129984430,0,6,5,0.1722091386997978,1.8419930766823314,1.7091924435076213,-0.003017642852935699,0.05049970751940008,0.0026912444680068596,0.00961568720400728
15174671583337923039,0,6,4,0.025286156190271882,1.8715037253344038,1.480172750377649,0.0004160992413006146,-0.005803743701270827,-0.00013522301218435643,0.003929162185332843
8544828847129984430,0,6,5,0.014409916605962155,1.8446287085228221,1.7984201546937,-0.00018415599213122085,0.0036783649777292608,0.0016290648995352815,0.01611950367224065
14445090682961134489,-1,6,5,-0.14054858915873342,1.8157428063912326,1.787482327740981,-0.0012757390298096694,0.034846028281763655,0.022711479289360723,0.010696256833148104
14445090682961134489,-1,6,5,-0.1285419535023304,1.951590524619809,1.6786385497595662,0.00245856859958538,-0.09529612888639123,0.007781481333524455,0.00689754874888171
17328650626424876392,-4,5,5,-1.0528648622002914,1.7881273340592156,1.665336232155123,0.0009986459958790344,-0.01464835727836342,0.0009254324755295774,0.004756983790463273
17328650626424876392,-4,5,5,-1.095618305037477,1.7619823056640451,1.6031403307535932,-0.000628298977900943,0.0133948617835813,0.00012004669836293966,0.005894475796975309
18077692270424655420,-4,5,4,-1.1321790630738358,1.7760704732428008,1.4781588916625406,-0.0005352423430592594,0.005236030289861578,0.00032746234864571033,0.0028505003648288917
4113088291159701903,-3,5,6,-0.8733245171291144,1.6183211584976325,2.0916679480326104,-0.002412442273357537,-0.00011702542622450933,-0.04857136467494022,0.005798534320907688
13147430909453590011,-7,3,6,-1.97866130609826,1.0562953852947772,2.0707850282437024,-0.0009634243410544504,8.185137560691063e-05,-0.00960011408909968,0.00501943854767858
13147430909453590011,-7,3,6,-1.8926040481707314,0.9752577233657386,2.069627993793983,-0.00012241601432367224,-0.00015299521822540892,-0.013625090830867862,0.004646592561634238
13147430909453590011,-7,3,6,-2.075424071044013,1.0203534914036787,2.086805679184646,0.006421074552067649,0.000459246015849565,-0.012408401134048064,0.012291806288407179
13147430909453590011,-7,3,6,-1.9732385038457876,1.1056040373749954,2.087949986919568,-0.002177701665410025,-8.354343703661009e-05,-0.026338966112401066,0.004538701495386204
3820821132233289558,-2,6,5,-0.5313897374193856,1.8503688670256357,1.699811461089188,0.0009247901423021671,-0.02279876294705959,-0.001429302474931506,0.003602433040093801
3820821132233289558,-2,6,5,-0.5044312848595706,1.820903574691722,1.5628203138307888,0.0007615257212311217,-0.010388701832886878,0.000558666608413584,0.004855664860548096
3820821132233289558,-2,6,5,-0.40299334003935877,1.942514494090671,1.7730243283932297,0.015646325568312025,-0.0995767112963278,-0.016450106906589847,0.010684070285897388
15271757656932630211,-5,5,6,-1.4939177535546853,1.770208996878608,1.8130647156971207,0.0041916428485713735,-0.030287505446458078,-0.01220436465163012,0.020889499424117837
15271757656932630211,-5,5,6,-1.3039799252594484,1.7285023843373406,1.8830657410401037,0.0005080708431212901,-0.005983946576764652,0.0012951235954820521,0.011057803331357037
15271757656932630211,-5,5,6,-1.3209499570941867,1.7188483314189207,2.0092684564519296,-0.002524769748345556,0.034013665865952655,0.03986188155814781,0.012370249759495631
15271757656932630211,-5,5,6,-1.3857582406425402,1.5395418531116989,1.9362450619459208,-0.00222981650725642,-0.0056107494877301635,0.10981094265010395,0.004769331195433483
15271757656932630211,-5,5,6,-1.2842273991295583,1.6217250525668965,2.0596128924732846,-0.0002765753046754986,0.00040654705551605047,-0.017133809240886262,0.0053507939159116715
5250461218130244582,-5,5,4,-1.3554785061242374,1.758954847341812,1.4876790531482946,-0.0005664090097938316,0.004546556324535041,-0.0002258844252783306,0.0024706816502042066
5402522422974848057,-5,5,5,-1.491556858769563,1.7234265829500188,1.704155309674222,0.0017917148446203429,0.027923624415318125,0.0006698019951806238,0.010227279733745669
5402522422974848057,-5,5,5,-1.2845055107853944,1.7193808496291176,1.5554890056532633,-0.0009777610632478561,0.04232361993914166,0.0016340651649654377,0.0025904387134990155
15608430963174418856,-1,6,4,-0.19827341583259456,1.8044343571097003,1.369517703385125,-0.0041978967287094725,0.044098129650268755,-0.0011023346027822355,0.004222643229847024
15608430963174418856,-1,6,4,-0.1958882686470184,1.8784621316892638,1.3191892194014259,0.0043895190385418465,-0.034856290335358815,1.9813797604637144e-05,0.00560903371749904
15608430963174418856,-1,6,4,-0.21492182296774398,1.810693501267354,1.444975349057373,-0.0039048076808689013,0.035097720652813975,0.0003058335558345041,0.004605909490995027
15174671583337923039,0,6,4,0.01722523683205905,1.8815677696496549,1.4418366143747536,0.0010323414824542757,-0.015745756592145763,-8.93685370117131e-05,0.003459939866538447
5936581359583484385,-7,2,6,-2.0825252329104855,0.7348486028377749,1.9223203175440589,-0.014166958302586267,-0.001274581282615094,0.0019310659094862502,0.0045446467162130015
8894607857933688564,-6,2,6,-1.7950285518061129,0.6194636850562181,2.063674999776121,4.788421308880329e-05,-0.00014972959084957128,-0.012155256546129112,0.0012957195987893734
12567517041687750324,-2,6,4,-0.40952408710568255,1.8067264601859283,1.2584224213998254,-0.0012802097563464575,0.012001852458143374,-0.0004328570642379483,0.0034600147392341352
3820821132233289558,-2,6,5,-0.3726291442127061,1.8337849588622623,1.5505073375074718,0.000492008934544426,-0.013054092362138166,-0.0007147008234330516,0.005078442500204921
12567517041687750324,-2,6,4,-0.5828361123484378,1.9092059552392524,1.2746180994851661,0.00480869082642906,-0.10069152686634883,0.007547529831128206,0.004392190042907385
3232334902974284882,-6,4,6,-1.6820049692977321,1.4880343538848284,2.048850741798277,-0.00015448193619403938,-5.026739588846386e-05,-0.001733834586075742,0.006383601657939803
1136436933473844342,-6,5,6,-1.6790304367714461,1.6964209498988527,1.9332764235160362,-4.672779955738189e-05,0.03781701335521904,-0.002033767480806119,0.009110165740042137
1136436933473844342,-6,5,6,-1.5237381840834703,1.6479002738196395,1.8183452377939684,0.007027642112370432,0.05411697764897028,0.024199250230716157,0.02161568946675951
1136436933473844342,-6,5,6,-1.7035162984209513,1.7127344106566025,1.810321479757912,-0.0027164731559812774,0.01879057683084353,-6.093995345652958e-05,0.004760245315839099
2406077443722706347,-7,5,6,-2.002263032940005,1.7121143346088261,1.9534569408723335,-9.435096499554487e-05,0.0009278566667068749,-9.197860722367988e-06,0.001831022505579469
2406077443722706347,-7,5,6,-1.8298961830956633,1.7495020764303943,1.933530490193561,0.000580107063542861,-0.02332720664974129,-0.00030444349347864255,0.004961458456436555
12818800364717490866,-8,4,6,-2.134318963138269,1.4364408021874095,2.037603717018166,-0.008806630284944042,-0.00023449836359430338,0.011051910570930001,0.00905052155862876
12058810274002177886,-7,1,6,-1.9559262774706372,0.4829476257681364,1.9344394887001153,-0.09936186452205693,-0.030130220349820037,0.054750215605531026,0.007809588148012412
12058810274002177886,-7,1,6,-1.9775914454688832,0.4751279182328385,2.0992584131413285,0.002467734265876703,0.0016044431211560334,-0.03809128587157603,0.005307021984654712
1136436933473844342,-6,5,6,-1.7558259434932457,1.5221703496444885,2.071881851875823,-0.00040179415216795155,-0.0007268670610138035,-0.01827267818625378,0.006722831069415374
3232334902974284882,-6,4,6,-1.780077089684318,1.3116374762953111,1.9838655564105623,0.0006772572561420877,-0.0024092932719244724,0.06333403109218762,0.00367360568986831
3232334902974284882,-6,4,6,-1.7293051336579983,1.2588197035915911,2.0608475639605834,0.00030239033649004414,-5.369886073611867e-06,-0.009630210629673785,0.0017956208593991737
8249380877109544355,-7,1,4,-2.0277640718855943,0.45725929546979127,1.2319638747623143,-0.029436145587656077,-0.00353084625850555,0.0006019058150419512,0.005171387125253519
9674613957693599021,-7,0,4,-2.0091203008612295,0.2909615811839459,1.463769719156632,-0.052724823268585824,-0.004664916778949174,0.0011707062504483375,0.007786701711818771
15926980345570183415,-7,0,5,-2.0277431178434324,0.0926106895938323,1.549403214362525,-0.005713230244452491,-0.0005206258761235382,-0.00031624862188910124,0.007682233087482646
17749131696196759288,-7,-1,5,-1.9684891759726741,-0.012033680710103356,1.7260943789371654,-0.0545046060762886,-0.005812398065595613,-0.0008457762678558178,0.006553160266359815
15926980345570183415,-7,0,5,-1.872659094048258,0.1125365465030823,1.6751269543183913,-0.15981564270789397,-0.014710510519915171,0.0014567007007680007,0.005704642048057706
15926980345570183415,-7,0,5,-2.0999370229379686,0.12533787461207058,1.5337703101405713,0.06172919956135186,0.0036030138571240215,0.004552249487175417,0.0075383048471963305
9674613957693599021,-7,0,4,-1.9865987174276443,0.06776135687498047,1.4135906491308512,-0.03286259793798955,-0.004811551034495899,0.0006493668847702312,0.00449085039707944
9498011613217065765,-7,-1,4,-1.9409088951873796,-0.0014580482937312017,1.288554666799685,-0.08027961681111838,-0.004598413938494276,-0.006621343405599677,0.007835244484953865
9498011613217065765,-7,-1,4,-2.0803225336369655,-0.005997585816249284,1.3323726185020397,0.06528516966672024,0.0040635723082041025,-0.006487066593545996,0.006630578928759646
12792934238362733848,-7,0,3,-2.0376339321041437,0.0831710396650105,1.1917993246361056,0.01155212619868174,0.0013371209850025956,-0.00038302853265639403,0.006535855633697687
9034549159568152835,-7,0,6,-1.8372076900801664,0.008759301485922603,2.0399721395557533,-0.00033055689862696914,-0.0006459872492987559,0.019300438891770286,0.006942334399284508
9034549159568152835,-7,0,6,-1.9788234117449552,0.078027775631055,2.024656237066903,-0.02494584547284467,-0.00044433783277612865,0.02330985622164503,0.009356017234309361
17749131696196759288,-7,-1,5,-1.9658872278316084,-0.10333157850549132,1.6632774386540539,-0.044908918182928734,-0.002656704930908968,-0.00038200740596806387,0.007693526753146059
17749131696196759288,-7,-1,5,-2.004381463282326,-0.29246285413408996,1.5619886582395848,0.004681873620089612,0.0007106081962317156,0.00020964350577378678,0.008738728434247703
15926980345570183415,-7,0,5,-2.071389111737488,0.009786050941314243,1.5689925771630906,0.048811526491098434,0.008388666947357293,0.004947233234414547,0.0076065350356843055
17749131696196759288,-7,-1,5,-2.029812992544696,-0.041186871216069475,1.7943721413554539,0.013759744736860056,0.0012353812556728397,-0.0009279057792953336,0.006661745823218548
9498011613217065765,-7,-1,4,-2.066116606672026,-0.2833984881698711,1.2513665883936256,0.06566554447847625,0.011531778243369843,-0.002829622399435046,0.0077529467535749925
9498011613217065765,-7,-1,4,-1.855770326542573,-0.0535230075968698,1.434375722117922,-0.14911044401679,-0.015378554243548751,-0.0010327504692221234,0.0023931918043188683
9498011613217065765,-7,-1,4,-2.0301223587553574,-0.006943704376346042,1.3447657292263622,0.016760611925002993,0.001358238167726056,-0.0011305361894083127,0.006595383982971771
9498011613217065765,-7,-1,4,-2.091544377341848,-0.19003018361747695,1.2184517072712535,0.08823610855416407,0.01324904242770976,0.0065838272281092585,0.005093608194179909
9498011613217065765,-7,-1,4,-1.9426366101409778,-0.08668173181169558,1.285493514637011,-0.064288860024662,-0.008714141334101116,0.001569332481568986,0.006644745468030289
9732496136668789858,-7,-2,4,-1.9529189923556407,-0.4480887429995022,1.2131108727996298,-0.027562235532556566,-0.0051142685131716475,-0.00019735064601436039,0.008462776613695443
9732496136668789858,-7,-2,4,-1.9824075508367756,-0.35855743382651584,1.2190934535606495,0.00045797567607965586,4.76327577662077e-05,1.8089054829509327e-05,0.011645565346193541
9498011613217065765,-7,-1,4,-2.031000009484383,-0.2318686280997166,1.2886308157604351,0.038788921015963734,0.002972480474726832,-0.004677969278698204,0.005796780462865318
9732496136668789858,-7,-2,4,-2.0108722515101807,-0.3361969567823426,1.3194297094590124,0.02884147652968847,0.0009177141481693186,-0.00022336261552707317,0.010017664401903046
6176010527926538375,-7,-2,5,-2.0081547978501613,-0.5846561506561054,1.5212830059213727,0.0360271683078899,0.0014702536446834285,-0.0005723835370337324,0.006180193131970874
6176010527926538375,-7,-2,5,-1.9998056956005124,-0.3540196851235421,1.5756594876606018,0.0054859623589953365,0.0006482512849653383,-8.81696642578521e-05,0.005640727363973071
6176010527926538375,-7,-2,5,-1.9013377216375449,-0.5927317991457572,1.7154497826257513,-0.05508222402026247,-0.006325032760834274,0.00039369381061692745,0.004424183984678689
17749131696196759288,-7,-1,5,-2.0393865958936046,-0.2528962581157051,1.703915322528949,0.040319567019503844,0.005319359204074678,-0.004371569250530852,0.007574576577498183
3889685200853895864,-7,-3,4,-1.9832624386885225,-0.8412740637328922,1.329062800031583,0.050299978475402664,0.003669369146593723,0.002751276423379273,0.0043984005241249555
3889685200853895864,-7,-3,4,-2.037638701621609,-0.8542590901000788,1.458811467228437,0.0967929094801355,0.008125151317535965,0.0016008367312288752,0.0028530398002580733
3889685200853895864,-7,-3,4,-1.862869066784026,-0.699392126018537,1.4436390684336953,-0.08468335045192643,-0.011713446116275464,-0.005175713751393811,0.0035666836642795673
3889685200853895864,-7,-3,4,-1.9613549054651518,-0.6844214236785119,1.456606995637825,0.006797667662514282,0.0014293930418956189,0.0001953359188628216,0.00401897086809501
514455304666888410,-7,-3,5,-1.9631186922265356,-0.6459365278169643,1.5722393636914214,0.0007239361774950473,7.869834366514812e-05,-7.957834173603705e-06,0.005825119134114963
514455304666888410,-7,-3,5,-1.960506696207561,-0.7648751696391904,1.6336211582414089,0.014895070502929186,0.001691597862754591,-0.0001405713071908925,0.003907703118445629
