1.968777,2.085045,1.873364
1.810667,2.070959,1.827455
1.870342,2.091224,1.839084
1.802038,2.077012,1.927592
2.083463,1.935295,1.996907
1.937305,2.065130,1.996010
1.974555,2.023581,1.995159
1.828974,1.877538,1.994298
1.929620,2.091463,1.817305
2.040693,2.091305,1.936311
1.861426,2.082024,1.905888
2.008277,1.956466,1.996458
1.855747,2.073982,1.982000
2.051239,1.802269,1.997010
2.085455,2.018384,1.989738
1.932819,1.930878,1.998226
1.804422,2.049454,1.998539
1.946238,2.091159,1.945360
1.921792,1.880506,1.992631
1.996924,2.086231,1.980911
1.953895,1.836091,1.994453
1.830425,1.969679,1.992634
2.039904,1.854373,1.988552
1.887046,1.984552,1.988030
2.092256,2.092775,1.871499
1.876126,1.932665,1.998191
1.904675,1.818034,1.989676
1.987436,1.901273,1.988878
1.998086,2.088112,1.810119
2.040055,2.087695,1.870274
2.039771,1.996429,1.982200
1.909561,2.071189,1.896830
2.056718,2.066934,1.979971
