-1.587808,1.751040,1.593309
-1.619900,1.753748,1.513367
-1.778781,1.731149,1.672402
-1.535288,1.753074,1.608906
-1.565858,1.749185,1.535134
-1.685022,1.727669,1.770027
-1.729669,1.732785,1.687381
-1.775233,1.731883,1.614730
-1.529756,1.747714,1.779598
-1.515409,1.762775,1.562307
-1.673050,1.742793,1.717705
-1.724752,1.740636,1.637153
-1.549304,1.749985,1.677457
-1.755396,1.733896,1.780295
-1.636453,1.722896,1.602248
-1.668635,1.723093,1.561380
-1.734199,1.725586,1.549009
-1.600114,1.734950,1.707916
-1.679752,1.734522,1.661819
-1.618830,1.744183,1.647367
-1.557277,1.748470,1.735502
-1.777267,1.711533,1.736493
-1.582636,1.739725,1.798551
-1.727915,1.727828,1.737585
