2.485229,0.014017,0.259356
2.478510,0.079897,0.286806
2.464127,0.249931,0.290082
2.458489,0.077593,0.104736
2.457018,0.107463,0.175804
2.458471,0.135354,0.236845
2.433341,0.257574,0.104256
2.439858,0.282454,0.173253
2.430318,0.205535,0.094173
2.451407,0.008292,0.078595
2.460853,0.008116,0.133499
2.438185,0.126230,0.059882
2.443174,0.235987,0.198043
2.436344,0.219220,0.142252
2.451346,0.027108,0.185352
2.440603,0.049140,0.047846
2.464354,0.147724,0.293519
2.443765,0.157747,0.159899
2.461085,0.065903,0.234854
2.442953,0.184885,0.204066
2.420062,0.244974,0.057727
2.440273,0.132520,0.112072
2.460751,0.197211,0.274290
