-1.674757,1.104848,1.118620
-1.784110,1.002121,1.134996
-1.582629,1.195708,0.956184
-1.667967,1.100971,0.961590
-1.760290,1.008218,0.973018
-1.797454,0.984814,0.910888
-1.622816,1.153901,0.939847
-1.718144,1.055075,0.962235
-1.654945,1.131290,0.902719
-1.742321,1.023524,0.913031
-1.621077,1.161912,1.061485
-1.640610,1.138025,0.990591
-1.697975,1.061846,1.064902
-1.695665,1.087749,1.012009
-1.790444,0.980653,1.024990
-1.662137,1.145302,1.171938
-1.733760,1.046545,1.135914
-1.760397,1.014486,1.061162
-1.672811,1.116761,1.053327
-1.609816,1.184654,1.166220
-1.786705,1.072352,1.182317
-1.606170,1.179226,1.003159
-1.644385,1.152197,1.109082
-1.737333,1.054363,1.012375
