-1.240541,1.756109,1.810960
-1.411227,1.769160,2.022274
-1.378695,1.702366,1.843732
-1.438594,1.744893,1.802121
-1.310732,1.705923,1.847647
-1.496562,1.757665,1.837264
-1.498046,1.546077,2.044716
-1.239095,1.530122,2.048276
-1.250771,1.620147,2.050965
-1.270388,1.726199,2.053783
-1.354094,1.530532,2.048422
-1.386705,1.639653,2.048280
-1.326575,1.681394,2.052483
-1.446899,1.591846,2.048962
-1.206007,1.737895,1.902303
-1.213648,1.697366,2.043046
-1.315579,1.600282,2.041677
-1.316880,1.773314,2.021984
-1.459614,1.712145,2.049997
-1.406676,1.711924,2.042008
-1.482371,1.742723,1.968624
-1.488896,1.671910,1.831012
-1.325536,1.723425,1.917403
-1.213207,1.711317,1.860344
-1.435984,1.676331,1.852774
-1.258000,1.774989,1.975143
-1.416694,1.716572,1.914315
-1.332701,1.769843,1.961566
-1.353785,1.734423,2.037983
-1.471917,1.642563,2.036342
-1.449407,1.529638,2.054430
-1.282149,1.563087,2.044995
-1.404954,1.562745,2.042045
-1.304696,1.750064,1.823773
-1.281243,1.749829,1.935142
-1.261290,1.714660,1.837392
-1.370512,1.711537,1.893222
-1.409536,1.742048,1.973985
-1.463515,1.706943,1.896060
-1.236183,1.773455,2.022554
-1.258634,1.669039,2.030246
-1.209502,1.764246,1.946175
