-0.103086,1.866568,0.249356
-0.100259,1.857414,0.134224
-0.053293,1.862563,0.091203
-0.228302,1.843842,0.139280
-0.183364,1.844051,0.089225
-0.273492,1.841018,0.002258
-0.101411,1.857140,0.035133
-0.231436,1.847543,0.044223
-0.256216,1.839099,0.251194
-0.029191,1.861613,0.206078
-0.160212,1.853026,0.214176
-0.121498,1.847288,0.298011
-0.176598,1.841020,0.144288
-0.274298,1.829867,0.182027
-0.025501,1.851274,0.043508
-0.062098,1.841707,0.005895
-0.068229,1.845361,0.282305
-0.201153,1.837217,0.291480
-0.080066,1.852124,0.203125
-0.209992,1.830823,0.207227
-0.147577,1.837296,0.045085
-0.107401,1.841966,0.083944
-0.279708,1.821190,0.132209
-0.040388,1.852722,0.143301
-0.022512,1.851030,0.261150
-0.274607,1.818759,0.056285
-0.129112,1.843241,0.173299
