2.159423,-0.056678,1.977634
2.151652,-0.287760,1.978274
2.167500,-0.135743,1.975412
2.309557,-0.154836,1.971202
2.207514,-0.293783,1.965817
2.115350,-0.152460,1.979368
2.125033,-0.012435,1.977744
2.248576,-0.171809,1.969493
2.344922,-0.190435,1.968398
2.192254,-0.198582,1.965829
2.293733,-0.002391,1.958672
2.366171,-0.057681,1.969801
2.221032,-0.076132,1.971027
2.282907,-0.243227,1.971582
2.296956,-0.080231,1.970241
2.359593,-0.297825,1.964246
2.376943,-0.124308,1.959788
2.231583,-0.126486,1.950541
2.229352,-0.242709,1.967646
2.153235,-0.238574,1.958550
2.392723,-0.204170,1.961425
2.199887,-0.021027,1.953623
2.259679,-0.040480,1.955190
2.129372,-0.105660,1.952057
