-2.081404,0.886441,2.038548
-2.079944,0.800774,1.857904
-2.073026,0.734838,1.980409
-2.070574,0.645130,1.804735
-2.048682,0.808002,2.051868
-2.067218,0.662152,2.039802
-1.848411,0.880228,2.055170
-1.897873,0.752438,2.050275
-1.946324,0.624576,2.054378
-2.027401,0.887872,2.051419
-2.071951,0.740167,2.032370
-1.943079,0.848044,2.065445
-2.089442,0.830018,2.017548
-1.991994,0.727007,2.064610
-2.074811,0.671141,1.954150
-2.029938,0.601985,2.059681
-2.097697,0.854947,1.950513
-2.082892,0.691031,1.908115
-1.831873,0.810837,2.048359
-1.872766,0.684800,2.048462
-2.092929,0.889379,1.889717
-2.075970,0.787512,1.988698
-2.076337,0.714304,1.822785
-2.026237,0.685646,2.061393
-2.090310,0.869363,1.826385
-1.887605,0.617186,2.052741
-1.805440,0.767470,2.049558
-1.826065,0.635520,2.051612
-1.885324,0.828587,2.056588
-1.937155,0.705515,2.057091
-1.995768,0.806723,2.065153
-2.085720,0.812460,1.917054
-2.074127,0.648745,1.865054
-2.070660,0.615731,2.020433
-1.947987,0.763580,2.053357
-1.824921,0.710597,2.052164
-2.053800,0.761143,2.076226
-2.090499,0.740996,1.863710
-1.977742,0.670056,2.062641
