1.763323,1.014029,1.990957
1.706237,1.139983,1.992624
1.705644,0.995921,1.992993
1.798481,1.151006,1.988533
1.642573,1.102864,1.995671
1.514651,1.024655,1.995518
1.731141,1.068770,1.988399
1.653284,0.957691,1.992212
1.663022,1.185691,1.989841
1.601174,1.073630,1.994517
1.550098,1.080382,1.990615
1.506724,0.972592,1.986495
1.710650,0.940010,2.001188
1.757665,1.117736,1.989769
1.527760,1.165487,1.998301
1.649235,1.040531,1.978747
1.619733,0.908495,1.986873
1.564861,0.984336,1.984436
1.601686,1.139114,1.978508
1.757341,0.925361,1.977982
1.520250,0.912636,1.979636
1.572268,0.933058,1.980496
1.797691,1.098968,1.960489
1.771438,1.188815,1.968783
1.686707,1.090846,1.975054
