-1.594711,0.796332,2.053227
-1.628108,0.685454,2.052438
-1.737740,0.789873,2.049356
-1.779164,0.671016,2.049518
-1.541538,0.846182,2.046528
-1.589904,0.743349,2.046818
-1.627292,0.636514,2.042065
-1.530812,0.772117,2.048939
-1.696642,0.819698,2.050500
-1.571153,0.676255,2.049272
-1.728752,0.699918,2.051361
-1.596841,0.862800,2.048592
-1.648735,0.757752,2.050818
-1.694634,0.649710,2.051992
-1.526360,0.703788,2.048189
-1.750564,0.886539,2.048909
-1.554281,0.600744,2.045577
-1.644599,0.826188,2.061568
-1.678643,0.708047,2.037413
-1.790665,0.853928,2.042672
-1.764591,0.738519,2.051605
-1.699041,0.750054,2.055763
