1.378609,2.030908,1.098676
1.463716,2.043243,1.146662
1.240510,2.010550,1.079697
1.303550,2.012121,1.106632
1.399704,2.040482,1.145723
1.422439,2.041760,0.965608
1.410531,2.044322,1.030643
1.284176,2.017922,1.167471
1.224318,2.007845,1.184918
1.318474,1.996657,0.931823
1.378471,2.045518,0.935138
1.463284,2.037799,1.198024
1.270569,2.009306,1.000748
1.243752,2.010459,1.135986
1.295861,1.993308,1.045520
1.495595,2.047550,0.967427
1.256544,2.004678,0.946661
1.320133,1.993174,0.982094
1.457565,2.043128,1.079532
1.361931,2.022653,1.052090
1.211716,2.004476,1.025192
1.370343,2.037725,1.001560
1.474192,2.037420,1.026826
