2.511153,0.922468,1.549999
2.493875,1.112266,1.586438
2.422384,0.918162,1.766130
2.400026,1.079890,1.697147
2.487783,1.084536,1.510083
2.486238,1.084147,1.693056
2.407100,0.958625,1.696853
2.497594,1.000485,1.530988
2.471873,1.160646,1.610228
2.482249,0.953020,1.611498
2.486604,1.052799,1.565740
2.496117,1.016679,1.609136
2.494030,0.956369,1.694946
2.428993,1.130334,1.698244
2.435541,0.920321,1.674012
2.491082,0.946909,1.501050
2.483393,1.156990,1.545733
2.459622,1.097461,1.640327
2.403184,1.126693,1.770188
2.418442,0.989538,1.767151
2.481932,1.003833,1.675356
2.472013,1.182931,1.683282
2.404562,1.009582,1.685365
2.403211,0.901202,1.716773
