-0.380656,1.836410,1.485480
-0.513717,1.819893,1.485521
-0.305941,1.839035,1.234355
-0.425982,1.823398,1.244387
-0.549984,1.815693,1.265485
-0.305685,1.843997,1.490421
-0.383428,1.826446,1.336086
-0.355755,1.826542,1.293870
-0.504277,1.816320,1.355007
-0.482632,1.822418,1.309848
-0.599868,1.811385,1.278738
-0.590335,1.802502,1.217646
-0.412859,1.829300,1.386990
-0.337637,1.832312,1.415408
-0.547608,1.815136,1.418020
-0.463529,1.820186,1.428372
-0.592366,1.807045,1.448357
-0.368985,1.816840,1.246018
-0.425521,1.818842,1.300510
-0.554363,1.808716,1.318656
-0.510301,1.804155,1.222229
-0.304627,1.833769,1.366719
-0.571999,1.807307,1.499715
-0.431511,1.822272,1.477729
-0.389836,1.820493,1.433935
